response,context
"Ooh, real scared. Real fucking on alert, high alwrt over here.","[{""text"": ""Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?"", ""speaker"": ""Rick""}, {""text"": ""Son of a steam engine! They're all dead!"", ""speaker"": ""Alan""}, {""text"": ""Well, he is the Worldender. The guy ends worlds. Kind of his thing."", ""speaker"": ""Vance""}]"
"Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!","[{""text"": ""What the FUCK?!"", ""speaker"": ""Vance""}, {""text"": ""It's Worldender! What happened to him?"", ""speaker"": ""Supernova""}, {""text"": ""I sense his life force is fading."", ""speaker"": ""Million Ants""}]"
"All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?","[{""text"": ""It's Worldender! What happened to him?"", ""speaker"": ""Supernova""}, {""text"": ""I sense his life force is fading."", ""speaker"": ""Million Ants""}, {""text"": ""Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!"", ""speaker"": ""Rick""}]"
"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour.","[{""text"": ""All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?"", ""speaker"": ""Rick""}, {""text"": ""Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!"", ""speaker"": ""Morty""}, {""text"": ""He's right. This is far from over."", ""speaker"": ""Supernova""}]"
Shit.,"[{""text"": ""Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!"", ""speaker"": ""Morty""}, {""text"": ""He's right. This is far from over."", ""speaker"": ""Supernova""}, {""text"": ""Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour."", ""speaker"": ""Rick""}]"
"Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!","[{""text"": ""Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour."", ""speaker"": ""Rick""}, {""text"": ""Shit."", ""speaker"": ""Rick""}, {""text"": ""I sense the presence of a greater evil."", ""speaker"": ""Million Ants""}]"
"Welp, it's official. I had too much to drink last night.","[{""text"": ""Shit."", ""speaker"": ""Rick""}, {""text"": ""I sense the presence of a greater evil."", ""speaker"": ""Million Ants""}, {""text"": ""Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!"", ""speaker"": ""Drunk Rick""}]"
"If you guys are watching this, you're, you know, the Vindicators. So now that we know...","[{""text"": ""I sense the presence of a greater evil."", ""speaker"": ""Million Ants""}, {""text"": ""Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!"", ""speaker"": ""Drunk Rick""}, {""text"": ""Welp, it's official. I had too much to drink last night."", ""speaker"": ""Rick""}]"
"Obviously, I came here last night during a blackout.","[{""text"": ""Welp, it's official. I had too much to drink last night."", ""speaker"": ""Rick""}, {""text"": ""If you guys are watching this, you're, you know, the Vindicators. So now that we know..."", ""speaker"": ""Drunk Rick""}, {""text"": ""Rick? What's going on, buddy?"", ""speaker"": ""Vance""}]"
"Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.","[{""text"": ""Rick? What's going on, buddy?"", ""speaker"": ""Vance""}, {""text"": ""Obviously, I came here last night during a blackout."", ""speaker"": ""Rick""}, {""text"": ""Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?"", ""speaker"": ""Supernova""}]"
"...So I thought, why not just do your job for you so we can have a little fun game.","[{""text"": ""Obviously, I came here last night during a blackout."", ""speaker"": ""Rick""}, {""text"": ""Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?"", ""speaker"": ""Supernova""}, {""text"": ""Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours."", ""speaker"": ""Rick""}]"
"Morty I'm a drunk, not a hack.","[{""text"": ""Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours."", ""speaker"": ""Rick""}, {""text"": ""...So I thought, why not just do your job for you so we can have a little fun game."", ""speaker"": ""Drunk Rick""}, {""text"": ""Rick, is-is this a \""Saw\"" thing? Are you seriously \""Saw\""-ing the Vindicators?"", ""speaker"": ""Morty""}]"
"If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww"".","[{""text"": ""...So I thought, why not just do your job for you so we can have a little fun game."", ""speaker"": ""Drunk Rick""}, {""text"": ""Rick, is-is this a \""Saw\"" thing? Are you seriously \""Saw\""-ing the Vindicators?"", ""speaker"": ""Morty""}, {""text"": ""Morty I'm a drunk, not a hack."", ""speaker"": ""Rick""}]"
"Well, I-I-I think we've seen enough. I'll just figure out how to unplug this.","[{""text"": ""Rick, is-is this a \""Saw\"" thing? Are you seriously \""Saw\""-ing the Vindicators?"", ""speaker"": ""Morty""}, {""text"": ""Morty I'm a drunk, not a hack."", ""speaker"": ""Rick""}, {""text"": ""If you break the rules, lose the game or try to leave, you will die. Like in  \""Sawwww\""."", ""speaker"": ""Drunk Rick""}]"
"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die.","[{""text"": ""Morty I'm a drunk, not a hack."", ""speaker"": ""Rick""}, {""text"": ""If you break the rules, lose the game or try to leave, you will die. Like in  \""Sawwww\""."", ""speaker"": ""Drunk Rick""}, {""text"": ""Well, I-I-I think we've seen enough. I'll just figure out how to unplug this."", ""speaker"": ""Rick""}]"
"Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps.","[{""text"": ""Well, I-I-I think we've seen enough. I'll just figure out how to unplug this."", ""speaker"": ""Rick""}, {""text"": ""Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die."", ""speaker"": ""Drunk Rick""}, {""text"": ""Screw this. I'm not playing his game. I'm gonna find us a way out of here."", ""speaker"": ""Vance""}]"
"What part of ""blackout"" don't you understand? I thought you drank?","[{""text"": ""Screw this. I'm not playing his game. I'm gonna find us a way out of here."", ""speaker"": ""Vance""}, {""text"": ""Whoa, whoa, whoa. Hold on, Vance. He said you'd die if you tried to leave. That means there's booby traps."", ""speaker"": ""Rick""}, {""text"": ""Why are you acting like that's not you?!"", ""speaker"": ""Vance""}]"
Because my epidermis is laced with a nanofiber defense mesh.,"[{""text"": ""Okay, ouch, but..."", ""speaker"": ""Morty""}, {""text"": ""Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!"", ""speaker"": ""Vance""}, {""text"": ""Give me one good reason why I shouldn't crush your windpipe!"", ""speaker"": ""Alan""}]"
"And because, like I said, I don't remember last night.","[{""text"": ""Okay, this... this is triggering me. I need space. I-I need SPACE! FROM THIS!"", ""speaker"": ""Vance""}, {""text"": ""Give me one good reason why I shouldn't crush your windpipe!"", ""speaker"": ""Alan""}, {""text"": ""Because my epidermis is laced with a nanofiber defense mesh."", ""speaker"": ""Rick""}]"
"Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train.","[{""text"": ""Because my epidermis is laced with a nanofiber defense mesh."", ""speaker"": ""Rick""}, {""text"": ""And because, like I said, I don't remember last night."", ""speaker"": ""Rick""}, {""text"": ""I told you not to invite this mummified motherfucker back!"", ""speaker"": ""Alan""}]"
Congrats! You did it-- it!,"[{""text"": ""I told you not to invite this mummified motherfucker back!"", ""speaker"": ""Alan""}, {""text"": ""Alan, I'm not proud of what's happening here, but if you keep coming at me, there's gonna be another passenger on that ghost train."", ""speaker"": ""Rick""}, {""text"": ""Guys!  I've figured it out."", ""speaker"": ""Morty""}]"
"Uh, I kind of am. I saved the goddamn universe.","[{""text"": ""It was a bit. All of the descriptors apply to all of you. Drunk Rick's point is that none of you are very special or different.  That's always his point."", ""speaker"": ""Morty""}, {""text"": ""Let's just get through this as quickly as possible. Then, we'll deal with the two of you."", ""speaker"": ""Supernova""}, {""text"": ""The two of us?!  I hope you're proud of yourself!"", ""speaker"": ""Morty""}]"
"Ahh, it would've been if I hadn't.","[{""text"": ""The two of us?!  I hope you're proud of yourself!"", ""speaker"": ""Morty""}, {""text"": ""Uh, I kind of am. I saved the goddamn universe."", ""speaker"": ""Rick""}, {""text"": ""That's not the issue, Rick!"", ""speaker"": ""Morty""}]"
"The Vindicators say their job is is to fight evil wherever it hides, but they don't... pick the location you'll... you'll never even hear them mention, because to fight darkness is to fight yourself.","[{""text"": ""Uh, I kind of am. I saved the goddamn universe."", ""speaker"": ""Rick""}, {""text"": ""That's not the issue, Rick!"", ""speaker"": ""Morty""}, {""text"": ""Ahh, it would've been if I hadn't."", ""speaker"": ""Rick""}]"
"Huh, I'm seeing more croc than bot here.","[{""text"": ""Ahh, it would've been if I hadn't."", ""speaker"": ""Rick""}, {""text"": ""The Vindicators say their job is is to fight evil wherever it hides, but they don't... pick the location you'll... you'll never even hear them mention, because to fight darkness is to fight yourself."", ""speaker"": ""Drunk Rick""}, {""text"": ""Crocubot, don't!"", ""speaker"": ""Supernova""}]"
"You know,  I could have made a device to detect Doomnomitron from orbit like  that.","[{""text"": ""W-Wait, huh?"", ""speaker"": ""Morty""}, {""text"": ""Doomnomitron was hiding here! He's a shapeshifter! Destroying Dorian 5 was the only way to kill him!"", ""speaker"": ""Supernova""}, {""text"": ""Oh, o-okay. This again?"", ""speaker"": ""Morty""}]"
"Congrats, you did it!","[{""text"": ""I'm not the one that didn't want you back. Alan was!"", ""speaker"": ""Supernova""}, {""text"": ""If you lay those deaths at my doorstep one more time..."", ""speaker"": ""Alan""}, {""text"": ""Do not threaten her!"", ""speaker"": ""Million Ants""}]"
"W-What? In w--In w-w-what--In what way? Like, w-w-what's my point?","[{""text"": ""Congrats, you did it!"", ""speaker"": ""Drunk Rick""}, {""text"": ""What the hell is Is-ra-el?"", ""speaker"": ""Supernova""}, {""text"": ""I-It's just something Rick starts talking about whenever he's blackout drunk."", ""speaker"": ""Morty""}]"
"So, to be clear, I sometimes reference the geopolitical complexities of the topic, which is not the same as going to an anti-Semitic place.","[{""text"": ""I-It's just something Rick starts talking about whenever he's blackout drunk."", ""speaker"": ""Morty""}, {""text"": ""W-What? In w--In w-w-what--In what way? Like, w-w-what's my point?"", ""speaker"": ""Rick""}, {""text"": ""In a way that has no point! You just babble about defense budgets and the United Nations, and then you pass out!"", ""speaker"": ""Morty""}]"
"I don't either. I-I'm just saying, if anything, the drunk version of me is probably so supportive of Israel, he wants what's best for it and...","[{""text"": ""In a way that has no point! You just babble about defense budgets and the United Nations, and then you pass out!"", ""speaker"": ""Morty""}, {""text"": ""So, to be clear, I sometimes reference the geopolitical complexities of the topic, which is not the same as going to an anti-Semitic place."", ""speaker"": ""Rick""}, {""text"": ""I have no stake in this."", ""speaker"": ""Million Ants""}]"
"Aloha... means hello and goodbye in Hawaii. But, uh, aloha means... has nothing to do with this room.  I'm so fucking drunk. Ugh, okay, here's the deal. I-I want to rest my eyes for a little bit. I'm--I'm not going to sleep. I just... just need to rest my eye, so let's make this one simple. Just try to hit some three-pointers.","[{""text"": ""I have no stake in this."", ""speaker"": ""Million Ants""}, {""text"": ""I don't either. I-I'm just saying, if anything, the drunk version of me is probably so supportive of Israel, he wants what's best for it and..."", ""speaker"": ""Rick""}, {""text"": ""Hey, man, I'm not touching this. You do you."", ""speaker"": ""Million Ants""}]"
"let's say... you have to hit... five three-pointers in... five minutes or, I don't know, the whole place--the whole planet will get blown up with a n-neutrino bomb. And try to make it a-a lesson about yourselves like, like how... selfish you a-are, or something. Also, Hawaii.","[{""text"": ""I don't either. I-I'm just saying, if anything, the drunk version of me is probably so supportive of Israel, he wants what's best for it and..."", ""speaker"": ""Rick""}, {""text"": ""Hey, man, I'm not touching this. You do you."", ""speaker"": ""Million Ants""}, {""text"": ""Aloha... means hello and goodbye in Hawaii. But, uh, aloha means... has nothing to do with this room.  I'm so fucking drunk. Ugh, okay, here's the deal. I-I want to rest my eyes for a little bit. I'm--I'm not going to sleep. I just... just need to rest my eye, so let's make this one simple. Just try to hit some three-pointers."", ""speaker"": ""Drunk Rick""}]"
"Morty, how many of these...?","[{""text"": ""Aloha... means hello and goodbye in Hawaii. But, uh, aloha means... has nothing to do with this room.  I'm so fucking drunk. Ugh, okay, here's the deal. I-I want to rest my eyes for a little bit. I'm--I'm not going to sleep. I just... just need to rest my eye, so let's make this one simple. Just try to hit some three-pointers."", ""speaker"": ""Drunk Rick""}, {""text"": ""let's say... you have to hit... five three-pointers in... five minutes or, I don't know, the whole place--the whole planet will get blown up with a n-neutrino bomb. And try to make it a-a lesson about yourselves like, like how... selfish you a-are, or something. Also, Hawaii."", ""speaker"": ""Drunk Rick""}, {""text"": ""You guys hit the baskets. I'll disarm the drunkenly-improvised neutrino bomb. There's a 40% chance it's a dud, but y-you should still stay back."", ""speaker"": ""Morty""}]"
"Man, I am really getting high-roaded today.","[{""text"": ""You guys hit the baskets. I'll disarm the drunkenly-improvised neutrino bomb. There's a 40% chance it's a dud, but y-you should still stay back."", ""speaker"": ""Morty""}, {""text"": ""Morty, how many of these...?"", ""speaker"": ""Rick""}, {""text"": ""Too many, Rick! Too many!"", ""speaker"": ""Morty""}]"
That's a three-pointer!,"[{""text"": ""Morty, how many of these...?"", ""speaker"": ""Rick""}, {""text"": ""Too many, Rick! Too many!"", ""speaker"": ""Morty""}, {""text"": ""Man, I am really getting high-roaded today."", ""speaker"": ""Rick""}]"
That's a three-pointer!,"[{""text"": ""You two make quite a team."", ""speaker"": ""Alan""}, {""text"": ""We all do."", ""speaker"": ""Supernova""}, {""text"": ""Yeah, I guess."", ""speaker"": ""Alan""}]"
That's a three-pointer!,"[{""text"": ""I mean, really unspoken. Like, \""let's-not-tell-my-husband\"" unspoken."", ""speaker"": ""Alan""}, {""text"": ""We aren't married anymore, Alan."", ""speaker"": ""Supernova""}, {""text"": ""Sure, but were we married when you two were \""stranded\"" on Delphi 6 for three days? Because I sensed something was weird when you can back. But what do I know about sensitivity? I'm just a phantom train conductor. You're the pile of ordinary bugs that fucked my wife!"", ""speaker"": ""Alan""}]"
Where the fuck is the lead wire?!,"[{""text"": ""We aren't married anymore, Alan."", ""speaker"": ""Supernova""}, {""text"": ""Sure, but were we married when you two were \""stranded\"" on Delphi 6 for three days? Because I sensed something was weird when you can back. But what do I know about sensitivity? I'm just a phantom train conductor. You're the pile of ordinary bugs that fucked my wife!"", ""speaker"": ""Alan""}, {""text"": ""That's a three-pointer!"", ""speaker"": ""Drunk Rick""}]"
"Jesus Christ, what a shitty neutrino bomb. it's a miracle I actually every destroy anything.","[{""text"": ""That's a three-pointer!"", ""speaker"": ""Drunk Rick""}, {""text"": ""Where the fuck is the lead wire?!"", ""speaker"": ""Rick""}, {""text"": ""You always put it in the weirdest place! Um, uh, over here, maybe?"", ""speaker"": ""Morty""}]"
"Thank you. I appreciate it, Morty. I know you were sucking the Kool-Aid out of the Vindicators' dicks, so the fact that I was right about them must be pretty hard to admit.","[{""text"": ""You always put it in the weirdest place! Um, uh, over here, maybe?"", ""speaker"": ""Morty""}, {""text"": ""Jesus Christ, what a shitty neutrino bomb. it's a miracle I actually every destroy anything."", ""speaker"": ""Rick""}, {""text"": ""Oh, I don't know. You managed to destroy just about everything today; the villains, the heroes, the lines between them, my childhood..."", ""speaker"": ""Morty""}]"
"I know. Everyone wants people they like to be right. That's why popular people are fucking dumb. And why your pretentious, poorly-written, high-budget friends back there can a eat a double-decker shit sandwich.  Disarmed.","[{""text"": ""Oh, I don't know. You managed to destroy just about everything today; the villains, the heroes, the lines between them, my childhood..."", ""speaker"": ""Morty""}, {""text"": ""Thank you. I appreciate it, Morty. I know you were sucking the Kool-Aid out of the Vindicators' dicks, so the fact that I was right about them must be pretty hard to admit."", ""speaker"": ""Rick""}, {""text"": ""Yeah, it is. You know why, Rick? Because when you're an asshole, it doesn't matter how right you are, nobody wants to give you the satisfaction."", ""speaker"": ""Morty""}]"
That's a three-pointer!,"[{""text"": ""Holy shit. You're jealous."", ""speaker"": ""Morty""}, {""text"": ""YES! Is that what you want to hear?!"", ""speaker"": ""Supernova""}, {""text"": ""Did it feel good?! Did you like his six million wriggling legs more than my tragedy-stricken, half-ghost, half-tumescent penis?!"", ""speaker"": ""Alan""}]"
Oof! Didn't see that comin'.,"[{""text"": ""One million times better!"", ""speaker"": ""Million Ants""}, {""text"": ""ALL ABOOOOOOARD, MOTHERFUCKER!!!"", ""speaker"": ""Alan""}, {""text"": ""STOP!"", ""speaker"": ""Supernova""}]"
"Oh, come on, maybe a couple of them, but definitely not the train guy.","[{""text"": ""STOP!"", ""speaker"": ""Supernova""}, {""text"": ""Oof! Didn't see that comin'."", ""speaker"": ""Rick""}, {""text"": ""Is that sarcasm?!  I don't want you slipping away then this is over! All of these deaths are on your hands!"", ""speaker"": ""Supernova""}]"
O-kayyy...,"[{""text"": ""Is that sarcasm?!  I don't want you slipping away then this is over! All of these deaths are on your hands!"", ""speaker"": ""Supernova""}, {""text"": ""Oh, come on, maybe a couple of them, but definitely not the train guy."", ""speaker"": ""Rick""}, {""text"": ""All of them."", ""speaker"": ""Supernova""}]"
"Congrats, you did it!","[{""text"": ""Oh, come on, maybe a couple of them, but definitely not the train guy."", ""speaker"": ""Rick""}, {""text"": ""All of them."", ""speaker"": ""Supernova""}, {""text"": ""O-kayyy..."", ""speaker"": ""Rick""}]"
"All right, buy now, I've been pretty clear that I thunk the Vindicators are  full of shit. But... you do have one thing I'll never have. And that thing is the only part of the Vindicators with any value to me. if you know what it is, place it on the platform.Guess wrong and the pla... planet will explode. And probably the solar system, 'cause I kind of fucking eyeballed the neutrino bombs on this one.","[{""text"": ""All of them."", ""speaker"": ""Supernova""}, {""text"": ""O-kayyy..."", ""speaker"": ""Rick""}, {""text"": ""Congrats, you did it!"", ""speaker"": ""Drunk Rick""}]"
I could--It could be Morty.,"[{""text"": ""So what's the trick? Morty, you're the Drunk Rick expert."", ""speaker"": ""Supernova""}, {""text"": ""I think... no matter what we put on there, we die. he said it's the part of the Vindicators he values. That means nothing. He wants our last moment alive to be spent knowing how few fucks he gave."", ""speaker"": ""Morty""}, {""text"": ""Jesus! Okay, open to second opinions!"", ""speaker"": ""Supernova""}]"
"Hey, I don't know. I mean, look, when I get drunk, I get stupid and emotional and there's no logic to it. it's, like, possible I got so drunk, I felt like I was losing Morty to the Vindicators, and maybe this is my way of saying ""Okay, you can have him, but only if you know how important he is, otherwise I'll kill you.""","[{""text"": ""Jesus! Okay, open to second opinions!"", ""speaker"": ""Supernova""}, {""text"": ""I could--It could be Morty."", ""speaker"": ""Rick""}, {""text"": ""What?"", ""speaker"": ""Morty""}]"
"Look, I... there's nothing in the room but us. I'm just using logic to connect some dots. It's the best guess I've got.","[{""text"": ""What?"", ""speaker"": ""Morty""}, {""text"": ""Hey, I don't know. I mean, look, when I get drunk, I get stupid and emotional and there's no logic to it. it's, like, possible I got so drunk, I felt like I was losing Morty to the Vindicators, and maybe this is my way of saying \""Okay, you can have him, but only if you know how important he is, otherwise I'll kill you.\"""", ""speaker"": ""Rick""}, {""text"": ""That is a... really specific guess."", ""speaker"": ""Million Ants""}]"
"Well, Morty, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or...","[{""text"": ""Look, I... there's nothing in the room but us. I'm just using logic to connect some dots. It's the best guess I've got."", ""speaker"": ""Rick""}, {""text"": ""But you're betting our lives on it."", ""speaker"": ""Supernova""}, {""text"": ""I'll cover that bet. I get it."", ""speaker"": ""Morty""}]"
"Oh, shit.","[{""text"": ""But you're betting our lives on it."", ""speaker"": ""Supernova""}, {""text"": ""I'll cover that bet. I get it."", ""speaker"": ""Morty""}, {""text"": ""Well, Morty, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or..."", ""speaker"": ""Rick""}]"
"Sorry, I'm... not good at goodbyes. It looks like I'm never gonna see you again. I can't really roll with the hero types, and I don't... th-they don't want me around. But I want... you to know, even if I didn't show it at the time, II really appreciated you sticking by me.","[{""text"": ""I'll cover that bet. I get it."", ""speaker"": ""Morty""}, {""text"": ""Well, Morty, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or..."", ""speaker"": ""Rick""}, {""text"": ""Oh, shit."", ""speaker"": ""Rick""}]"
"Goddammit, why am I crying? It makes no sense.","[{""text"": ""Well, Morty, I think you're making that smirky face because you're misinterpreting the moment. I am not being coy about some hidden love for you. I want to be really clear that, if anyone has a better guess, like, if I gave you an amulet last night, or..."", ""speaker"": ""Rick""}, {""text"": ""Oh, shit."", ""speaker"": ""Rick""}, {""text"": ""Sorry, I'm... not good at goodbyes. It looks like I'm never gonna see you again. I can't really roll with the hero types, and I don't... th-they don't want me around. But I want... you to know, even if I didn't show it at the time, II really appreciated you sticking by me."", ""speaker"": ""Drunk Rick""}]"
"Ugh, y-you're probably confused because we barely know each other...","[{""text"": ""Oh, shit."", ""speaker"": ""Rick""}, {""text"": ""Sorry, I'm... not good at goodbyes. It looks like I'm never gonna see you again. I can't really roll with the hero types, and I don't... th-they don't want me around. But I want... you to know, even if I didn't show it at the time, II really appreciated you sticking by me."", ""speaker"": ""Drunk Rick""}, {""text"": ""Goddammit, why am I crying? It makes no sense."", ""speaker"": ""Drunk Rick""}]"
"...but you really stuck your neck out  when you gave me props for my awesome jokes in the briefing room. Everybody else had their heads so far up their ass. Even my own grandson is like, ""Oh, the Vindicators are so cool."" I mean, he's a moron, it's their... demographic. But you're different, Noob-Noob.","[{""text"": ""Sorry, I'm... not good at goodbyes. It looks like I'm never gonna see you again. I can't really roll with the hero types, and I don't... th-they don't want me around. But I want... you to know, even if I didn't show it at the time, II really appreciated you sticking by me."", ""speaker"": ""Drunk Rick""}, {""text"": ""Goddammit, why am I crying? It makes no sense."", ""speaker"": ""Drunk Rick""}, {""text"": ""Ugh, y-you're probably confused because we barely know each other..."", ""speaker"": ""Drunk Rick""}]"
"You're fucking cool! And you're smart! And I bet we coulda hung out and shit! And I hope you get to be a full-fledged Vindicator! A-And d-do me a favor. Do-Don't let him know I... I got emotional. But you can tell him one thing. Tell him I said... Oh, fuck. Okay, I just shit myself. Okay, later.","[{""text"": ""Ugh, y-you're probably confused because we barely know each other..."", ""speaker"": ""Drunk Rick""}, {""text"": ""...but you really stuck your neck out  when you gave me props for my awesome jokes in the briefing room. Everybody else had their heads so far up their ass. Even my own grandson is like, \""Oh, the Vindicators are so cool.\"" I mean, he's a moron, it's their... demographic. But you're different, Noob-Noob."", ""speaker"": ""Drunk Rick""}, {""text"": ""...Motherfucker!"", ""speaker"": ""Morty""}]"
"W--Dude, Morty, what happened i...?","[{""text"": ""...but you really stuck your neck out  when you gave me props for my awesome jokes in the briefing room. Everybody else had their heads so far up their ass. Even my own grandson is like, \""Oh, the Vindicators are so cool.\"" I mean, he's a moron, it's their... demographic. But you're different, Noob-Noob."", ""speaker"": ""Drunk Rick""}, {""text"": ""...Motherfucker!"", ""speaker"": ""Morty""}, {""text"": ""You're fucking cool! And you're smart! And I bet we coulda hung out and shit! And I hope you get to be a full-fledged Vindicator! A-And d-do me a favor. Do-Don't let him know I... I got emotional. But you can tell him one thing. Tell him I said... Oh, fuck. Okay, I just shit myself. Okay, later."", ""speaker"": ""Drunk Rick""}]"
Titty-Bean?,"[{""text"": ""Sweetheart?"", ""speaker"": ""Million Ants""}, {""text"": ""Just let Titty-Bean do this, Snuzzles. It's for the greater good."", ""speaker"": ""Supernova""}, {""text"": ""Greater good?!"", ""speaker"": ""Morty""}]"
"Yeah, I feel safer already.","[{""text"": ""It's like you said, Morty"", ""speaker"": ""Supernova""}, {""text"": ""Never said that!"", ""speaker"": ""Morty""}, {""text"": ""It's the galaxy's faith in the Vindicators that keeps the galaxy secure!"", ""speaker"": ""Supernova""}]"
"I'll say, we are gettin' some good licks in while choking to death.","[{""text"": ""It's the galaxy's faith in the Vindicators that keeps the galaxy secure!"", ""speaker"": ""Supernova""}, {""text"": ""Yeah, I feel safer already."", ""speaker"": ""Rick""}, {""text"": ""No doubt. Who do we make the check out to?"", ""speaker"": ""Morty""}]"
Damn! She double-crossed Snuzzles!,"[{""text"": ""Who knows? But we can make it simple again."", ""speaker"": ""Million Ants""}, {""text"": ""You were always the romantic.  Which is why you can't leave either."", ""speaker"": ""Supernova""}, {""text"": ""Goodbye, my love."", ""speaker"": ""Supernova""}]"
"Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad.","[{""text"": ""Damn! She double-crossed Snuzzles!"", ""speaker"": ""Rick""}, {""text"": ""Silence! I'm going to enjoy this..."", ""speaker"": ""Supernova""}, {""text"": ""Let's give a huge thanks to Rick Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there"", ""speaker"": ""Announcer""}]"
"Ah, who cares?","[{""text"": ""Let's give a huge thanks to Rick Sanchez for killing Worldender, putting this awesome party together, and for booking one of the hottest talents out there"", ""speaker"": ""Announcer""}, {""text"": ""Look at that. Geez, I must've planned a whole party. Invited a bunch of people. Not bad, Drunk Rick, not bad."", ""speaker"": ""Rick""}, {""text"": ""Rick, Supernova's getting away!"", ""speaker"": ""Morty""}]"
"Morty, twenty people try to kill me every week. I end up getting high with half of 'em. I mean, check it out, Gear Head's here.","[{""text"": ""Rick, Supernova's getting away!"", ""speaker"": ""Morty""}, {""text"": ""Ah, who cares?"", ""speaker"": ""Rick""}, {""text"": ""But.. she was trying to kill us!"", ""speaker"": ""Morty""}]"
"Shut up, Summer.","[{""text"": ""Morty, you're wearing a Vindicator jacket. Are you a little superhero now?"", ""speaker"": ""Beth""}, {""text"": ""Everyone in the universe is a hero, Mom. Which is why we don't need jackets.  And I'm pretty sure we don't need Vindicators."", ""speaker"": ""Morty""}, {""text"": ""Man, Grandpa Rick must have gotten shitfaced."", ""speaker"": ""Summer""}]"
Who the fuck is Noob-Noob?,"[{""text"": ""Everyone in the universe is a hero, Mom. Which is why we don't need jackets.  And I'm pretty sure we don't need Vindicators."", ""speaker"": ""Morty""}, {""text"": ""Man, Grandpa Rick must have gotten shitfaced."", ""speaker"": ""Summer""}, {""text"": ""Shut up, Summer."", ""speaker"": ""Rick""}]"
"Alright, Morty. You ready for our adventure to the lost city of Atlantis?","[{""text"": ""Man, Grandpa Rick must have gotten shitfaced."", ""speaker"": ""Summer""}, {""text"": ""Shut up, Summer."", ""speaker"": ""Rick""}, {""text"": ""Who the fuck is Noob-Noob?"", ""speaker"": ""Rick""}]"
"Oh, for fuck’s sake.","[{""text"": ""Who the fuck is Noob-Noob?"", ""speaker"": ""Rick""}, {""text"": ""Alright, Morty. You ready for our adventure to the lost city of Atlantis?"", ""speaker"": ""Rick""}, {""text"": ""Ready as I\u2019ll ever be, Rick!"", ""speaker"": ""Morty""}]"
"What are you, stupid? We’re done with the Citadel of Ricks. I was  never on board with it in the first place, that’s why I murdered everyone in charge and left it to rot.","[{""text"": ""Alright, Morty. You ready for our adventure to the lost city of Atlantis?"", ""speaker"": ""Rick""}, {""text"": ""Ready as I\u2019ll ever be, Rick!"", ""speaker"": ""Morty""}, {""text"": ""Oh, for fuck\u2019s sake."", ""speaker"": ""Rick""}]"
